complaintID,complaintTitle,complaintDescription,complaintCategory,Rating
1,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,1
2,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,3
3,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,1
4,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,2
5,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,1
6,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,1
7,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,1
8,Query about services,I have a query about the services provided by the company.,other,1
9,Refund not received,I have not received my refund for a canceled service.,billing,4
10,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,5
11,Product not as advertised,The product received does not match the description and photos online.,product_quality,4
12,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,5
13,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,5
14,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,1
15,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,1
16,Query about services,I have a query about the services provided by the company.,other,5
17,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,1
18,Damaged products received,I received damaged products in my delivery.,delivery,5
19,Product missing components,The product is missing some essential components.,product_quality,2
20,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,5
21,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,3
22,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,1
23,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,3
24,Query about services,I have a query about the services provided by the company.,other,2
25,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,2
26,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,2
27,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,2
28,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,4
29,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,4
30,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,5
31,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,1
32,Query about services,I have a query about the services provided by the company.,other,4
33,Subscription renewal issue,My subscription was renewed without my authorization.,billing,3
34,Incorrect delivery address,The delivery was made to the wrong address.,delivery,1
35,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,3
36,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,3
37,Login issues,I am unable to log in to my account on the website.,website_issues,5
38,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,2
39,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,5
40,Feedback on products,I have feedback and suggestions regarding the products offered.,other,2
41,Subscription renewal issue,My subscription was renewed without my authorization.,billing,5
42,Wrong item delivered,I received a different item than what I ordered.,delivery,1
43,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,5
44,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,1
45,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,4
46,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,1
47,Order tracking difficulties,I faced difficulties in tracking my orders through the platform.,ecommerce_platform,1
48,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,4
49,Refund not received,I have not received my refund for a canceled service.,billing,4
50,Missing items in delivery,Some items are missing from the delivery package.,delivery,2
51,Product missing components,The product is missing some essential components.,product_quality,2
52,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,3
53,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,3
54,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,5
55,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,3
56,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,2
57,Refund not received,I have not received my refund for a canceled service.,billing,1
58,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,2
59,Expired products,I received products that are past their expiration date.,product_quality,1
60,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,3
61,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,5
62,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,3
63,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,3
64,Query about services,I have a query about the services provided by the company.,other,2
65,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,3
66,Wrong item delivered,I received a different item than what I ordered.,delivery,3
67,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,4
68,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,1
69,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,3
70,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,4
71,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,2
72,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,4
73,Double charged for a service,I noticed that I have been double charged for the same service.,billing,3
74,Incorrect delivery address,The delivery was made to the wrong address.,delivery,1
75,Product missing components,The product is missing some essential components.,product_quality,2
76,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,5
77,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,1
78,Misleading advertisements,The advertisements were misleading and did not accurately represent the products.,advertising,3
79,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,2
80,Account-related issue,I have an issue related to my account or user profile.,other,3
81,Payment not processed,My payment for an order was not processed successfully.,billing,2
82,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,5
83,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,4
84,Unresolved issues,My issues were not resolved despite multiple attempts to contact customer service.,customer_service,3
85,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,5
86,Advertising strategy feedback,I have feedback and suggestions for improving the advertising strategy.,advertising,3
87,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,2
88,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,3
89,Late billing statement,"I received my billing statement late, causing confusion.",billing,3
90,Incomplete delivery,I received only part of my order in the delivery.,delivery,4
91,Wrong product specifications,The specifications mentioned for the product do not match what I received.,product_quality,4
92,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,3
93,Website crashes frequently,The website crashes frequently when I try to access certain pages.,website_issues,5
94,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,1
95,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,3
96,Account-related issue,I have an issue related to my account or user profile.,other,1
97,Refund not received,I have not received my refund for a canceled service.,billing,3
98,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,1
99,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,1
100,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,1
101,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,5
102,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,2
103,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,4
104,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,5
105,Incorrect billing amount,I was charged incorrectly for a service that I did not use.,billing,3
106,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,4
107,Defective items,Some of the items I received are defective and unusable.,product_quality,4
108,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,4
109,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,2
110,Low click-through rates,The ads had low click-through rates and did not generate much traffic.,advertising,3
111,Product listing errors,There are errors and inconsistencies in the product listings on the platform.,ecommerce_platform,5
112,Technical support needed,I require technical support for a problem I am facing.,other,3
113,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,2
114,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,1
115,Expired products,I received products that are past their expiration date.,product_quality,2
116,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,1
117,Login issues,I am unable to log in to my account on the website.,website_issues,2
118,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,4
119,Difficulty in product search,It is difficult to find specific products using the search function on the platform.,ecommerce_platform,3
120,Feedback on products,I have feedback and suggestions regarding the products offered.,other,3
121,Late billing statement,"I received my billing statement late, causing confusion.",billing,1
122,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,5
123,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,5
124,Unhelpful responses,The responses from customer service were unhelpful and generic.,customer_service,4
125,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,4
126,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,2
127,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,1
128,General feedback,I have some general feedback and suggestions for improvement.,other,2
129,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,4
130,Missing items in delivery,Some items are missing from the delivery package.,delivery,2
131,Poor quality of products received,The products I received are of poor quality and not as described.,product_quality,4
132,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,1
133,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,3
134,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,2
135,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,5
136,General feedback,I have some general feedback and suggestions for improvement.,other,5
137,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,2
138,Incorrect delivery address,The delivery was made to the wrong address.,delivery,1
139,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,5
140,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,5
141,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,5
142,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,4
143,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,4
144,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,3
145,Payment not processed,My payment for an order was not processed successfully.,billing,2
146,Incorrect delivery address,The delivery was made to the wrong address.,delivery,5
147,Expired products,I received products that are past their expiration date.,product_quality,4
148,Escalation of complaint,I had to escalate my complaint multiple times to get a response.,customer_service,1
149,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,5
150,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,4
151,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,5
152,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,3
153,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,5
154,Damaged products received,I received damaged products in my delivery.,delivery,1
155,Expired products,I received products that are past their expiration date.,product_quality,1
156,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,3
157,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,1
158,Inconsistent branding in ads,There are inconsistencies in branding across different advertising materials.,advertising,3
159,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,1
160,Suggestion for improvement,I have a suggestion for improving a specific aspect of the company.,other,4
161,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,5
162,Late delivery of products,My order was delivered much later than the estimated delivery date.,delivery,2
163,Defective items,Some of the items I received are defective and unusable.,product_quality,2
164,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,3
165,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,4
166,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,2
167,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,4
168,Complaint not listed,My complaint does not fit into any of the listed categories.,other,2
169,Payment not processed,My payment for an order was not processed successfully.,billing,2
170,Missing items in delivery,Some items are missing from the delivery package.,delivery,1
171,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,4
172,Difficulties in reaching support,I faced difficulties in reaching customer support through the provided channels.,customer_service,5
173,Unable to place orders,I am unable to place orders on the website due to technical issues.,website_issues,3
174,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,4
175,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,1
176,General feedback,I have some general feedback and suggestions for improvement.,other,3
177,Double charged for a service,I noticed that I have been double charged for the same service.,billing,5
178,Incorrect delivery address,The delivery was made to the wrong address.,delivery,1
179,Inconsistent product quality,The quality of products varies significantly across different orders.,product_quality,2
180,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,3
181,Login issues,I am unable to log in to my account on the website.,website_issues,1
182,Ineffective advertising campaigns,I found the advertising campaigns to be ineffective in reaching the target audience.,advertising,1
183,Payment gateway problems,I experienced issues with completing payments through the platform.,ecommerce_platform,4
184,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,3
185,Refund not received,I have not received my refund for a canceled service.,billing,1
186,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,5
187,Product missing components,The product is missing some essential components.,product_quality,5
188,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,5
189,Website not mobile-friendly,The website is not optimized for mobile devices and is difficult to navigate.,website_issues,4
190,Advertising ROI concerns,I have concerns about the return on investment from advertising efforts.,advertising,3
191,Technical issues on the ecommerce platform,I encountered technical issues while using the ecommerce platform.,ecommerce_platform,1
192,Technical support needed,I require technical support for a problem I am facing.,other,1
193,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,5
194,Incomplete delivery,I received only part of my order in the delivery.,delivery,2
195,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,3
196,Long wait times on customer support,I had to wait for a long time on hold to reach customer support.,customer_service,5
197,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,1
198,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,2
199,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,4
200,Technical support needed,I require technical support for a problem I am facing.,other,3
201,Payment not processed,My payment for an order was not processed successfully.,billing,2
202,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,1
203,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,1
204,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,2
205,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,3
206,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,2
207,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,3
208,General feedback,I have some general feedback and suggestions for improvement.,other,2
209,Billing discrepancy,There is a discrepancy in the billing amount on my invoice.,billing,1
210,Delayed shipping notification,I did not receive a notification about the delay in shipping.,delivery,1
211,Expired products,I received products that are past their expiration date.,product_quality,1
212,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
213,Slow website performance,The website is very slow and unresponsive during peak hours.,website_issues,4
214,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,2
215,User interface feedback,I have feedback on the user interface and navigation of the platform.,ecommerce_platform,2
216,Unspecified issue,I encountered an issue that I cannot specify in detail.,other,2
217,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,5
218,Delivery package tampered,The delivery package seemed to be tampered with upon receipt.,delivery,3
219,Product packaging damaged,The packaging of the products was damaged upon delivery.,product_quality,2
220,Incorrect information provided,I received incorrect information from customer service representatives.,customer_service,4
221,Payment gateway errors,I encountered errors when trying to complete a payment on the website.,website_issues,1
222,Ad performance tracking,I would like better tracking and analysis of ad performance metrics.,advertising,5
223,Ecommerce platform downtime,The platform experiences frequent downtime and maintenance issues.,ecommerce_platform,1
224,Query about services,I have a query about the services provided by the company.,other,1
225,Payment not processed,My payment for an order was not processed successfully.,billing,1
226,Delivery not attempted,No attempt was made to deliver the package to my address.,delivery,2
227,Product missing components,The product is missing some essential components.,product_quality,2
228,Rude customer service representative,I had a negative experience with a rude customer service representative.,customer_service,3
229,Incorrect pricing on the website,The prices displayed on the website do not match the actual checkout prices.,website_issues,3
230,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,3
231,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,2
232,Feedback on products,I have feedback and suggestions regarding the products offered.,other,1
233,Incorrect tax calculation,The tax amount on my bill seems to be calculated incorrectly.,billing,4
234,Wrong item delivered,I received a different item than what I ordered.,delivery,3
235,Expired products,I received products that are past their expiration date.,product_quality,4
236,Ineffective communication,There was a lack of communication regarding the status of my complaint.,customer_service,5
237,Website design issues,There are design issues and inconsistencies across different pages of the website.,website_issues,2
238,Incorrect ad placements,The ads were placed on irrelevant platforms with low engagement.,advertising,2
239,Missing product information,There is missing or incomplete information about products on the platform.,ecommerce_platform,5
240,Request for assistance,I need assistance with a problem but am not sure how to categorize it.,other,1
241,Billing for a canceled service,I am still being billed for a service that I have canceled.,billing,3
242,Wrong item delivered,I received a different item than what I ordered.,delivery,2
243,Product damaged in transit,The products were damaged during shipping and handling.,product_quality,5
244,Lack of follow-up,There was no follow-up from customer service after my initial complaint.,customer_service,3
245,Broken links on the website,There are broken links and errors on various pages of the website.,website_issues,2
246,Advertising budget allocation,There were issues with how the advertising budget was allocated and managed.,advertising,3
247,Slow checkout process,The checkout process on the platform is slow and cumbersome.,ecommerce_platform,4
248,Query about services,I have a query about the services provided by the company.,other,4
249,Payment not processed,My payment for an order was not processed successfully.,billing,3
